,Unnamed: 0,Username,Location,Date Created,Tweet
312,312,marina_magazis,,2017-09-15 01:54:43,"“I have a black friend” 
Sure you do Karen . Sure you do.
#KarenStrikesAgain #cringe https://t.co/t228s5QQHY"
313,313,LargotMiss,"Manchester, England",2013-12-15 19:51:27,@blessedchava @yassminstuff @JeffreyGuterman @realDonaldTrump @usairforce Oh yes he IS an idiot who spreads lies 😂🦄🌈.. #KarenStrikesAgain
314,314,mggtoscano,,2013-08-23 00:18:09,@WJTV Ok Karen! BS EXCUSE. If she feared #Covid_19 she should of stayed indoors and not get in peoples faces. Notic… https://t.co/eCasj2zLMH
315,315,Aly_Dar8,"Washington, D.C.",2019-10-21 09:31:54,"Wow wtf. Fucking Karens, goddamn.
#KarenStrikesAgain https://t.co/2MpEchCyp3"
316,316,LRCPod,,2020-06-05 11:31:59,"#WhatToCallMaleKarens
#Karens
#karensgonewild
#KarenStrikesAgain

We #Vote A-A-Ron"
317,317,greenguy4151,"Las Vegas, NV",2016-02-26 00:01:12,.#Karen Calls the Cops on Man Holding a ‘Black Lives Matter’ Sign https://t.co/3VBE1apRep via #YouTube #BLM… https://t.co/g8863ucPmp
318,318,1venicia,RVA,2014-06-11 02:54:47,"Dear Karen’s, we are recording you AND your foolishness. Some of you have lost your jobs, been removed from committ… https://t.co/efUTtOh0Sy"
319,319,ComedianBoogieB, from N.O to DC now LA,2009-07-31 19:25:05,Is KAREN a new racial slur? #Karen #KarenStrikesAgain
320,320,GawwdMuvaa,"Maryland, USA",2020-02-25 02:39:49,Had to bring it back lmao. #KarenStrikesAgain #KarenGoneWild #BlackPeople will remix anything. Even during a pandem… https://t.co/4yCHIKzqCl
321,321,slbebe1,,2012-11-07 14:11:29,@IBiteFiercely Where is the duck tape when you need it! #KarenStrikesAgain
322,322,blightyshore,,2019-07-28 15:08:21,@virgosam70 This everybody is a 100%  Karen . #KarenStrikesAgain https://t.co/P1GxFa5fX3
323,323,shitebart,,2016-11-21 22:58:13,"Milwaukee Woman Blocks BLM Protesters with Car, Spits on Young Black Man https://t.co/xpHz4Xj0qS via @TMZ #KarenStrikesAgain"
324,324,KCanfin,"Midwest, US",2018-07-14 02:58:40,She’s sorry she got caught. All she had to do was stay in her house. She went out AFTER the cops told her nothing c… https://t.co/jd55y5cfA0
325,325,201821208q,,2020-05-20 15:48:28,@officialrissad your ignorance of science is astonishing to us. You are not immune to the Coronavirus no matter how… https://t.co/Myk2eLtNvj
326,326,LoriGaudin,"Metairie, LA",2017-10-16 21:17:45,Pimp hand strong on this one 🙌💪🏻💪🏼💪🏽💪🏾💪🏿 smack this #Karen ass bitch again plz. And tell her #Karen ass go back to… https://t.co/sEoQax3PX6
327,327,iSeaBluRBX,Why are you looking here?,2020-01-24 01:15:45,New avatar. Thoughts? 👀 #Karen #KarenStrikesAgain #Roblox https://t.co/wUayVTWq4c
328,328,LostDiva,"Portland, Oregon  USA",2009-03-05 02:54:04,A Karen Calls The Police To Complain That An African American Man Is Dancing In The Street. Police Brutality ensues… https://t.co/3zaPbEiEeb
329,329,PicklemanKoda,"Chicago, IL",2012-11-13 02:28:49,@ULM_Official Is it appropriate for you to have a #Racist Assistant Professor of Nursing call our wonderful former… https://t.co/gq82UnK1QJ
330,330,CdoesntP,,2019-01-11 17:49:12,"@alizeee23 @acnewsitics @realDonaldTrump Your sign is backwards
YOUR A FOOL
NOT A REPUBLICAN 
#KarenStrikesAgain"
331,331,ADPWritersDesk,Leipzig,2013-05-06 09:40:25,"Another day. Another Karen.
But THIS one got served.
Ice-cold and refreshing. 
Respect!
#RespectIsEarnedNotGiven… https://t.co/Ugx1og0Jgf"
332,332,symplee_amazin,LA by way of WA State,2017-01-12 16:09:04,@SonjaMcDaniel94 @nawlinsred2010 @johnnysrsoso @Jwheels_74 #KarenStrikesAgain  without a full understanding of what… https://t.co/xqCbHV6O1g
333,333,RachelFannan,"Los Angeles, CA",2008-12-03 20:56:12,"I fought for your rights, now don’t use them. Ok Karen. #KarenStrikesAgain https://t.co/IlxTIS2m4M"
334,334,Canadian20Chic,"Too Close 2#USA Ontario,Canada",2020-02-12 00:14:14,"@Jwheels_74 #KarenStrikesAgain actually pulled the.... My best friend is ""Black card, then her squirrely boyfriend… https://t.co/zl1W2URabz"
335,335,ImpudentCat,,2012-10-17 18:50:23,"@WJTV 😒 Nope, that’s not believable. Not one person believes you, Karen #KarenStrikesAgain"
336,336,mwenyejikazi,,2019-12-14 09:02:25,"#KarenStrikesAgain So when the police feel unsafe who do they call🤔
Apparently Karens decided to pick up a job as l… https://t.co/zKuUeXhkmg"
337,337,Suzy_SH,Texas,2009-05-21 16:41:15,"@CassandraRules OMG, calm down Karen.  You are proving my point. #KarenGoneWild #KAGA #KarenStrikesAgain"
338,338,RLogg,,2012-03-06 01:57:34,@TheSpaceGal @BP_Hutch Actually replace banal with self centered.... I know it’s not terribly nuanced but it’s dead… https://t.co/eadlmNFX7n
339,339,RIWry77,Rhode Island,2009-09-12 16:19:37,Imagine having her as a teacher or your child’s teacher? @KarenAlert #KarenStrikesAgain #KarenAlert https://t.co/SXUuDj94gU
340,340,KarenStrikes,,2020-06-04 11:55:33,"Handicapped Karen calling the police because someone was in a parking space, the police must love these calls… https://t.co/a8qvKIRhZl"
341,341,iamcindychu,Los Angeles,2007-11-07 18:58:25,Idk about you but that does not show a healthy mindset in the least. I wonder if she has similarly threatened any o… https://t.co/Ssel9mIz0S
342,342,AhimsaArising,United States,2016-11-14 17:44:11,It’s always the same...a tearful apology...once they get caught being EXACTLY who they are. #KarenStrikesAgain https://t.co/mvCxVkCvm9
343,343,Falcaopods, california,2013-04-03 18:38:32,Teacher #KarenStrikesAgain https://t.co/hFqi9Vt8oE
344,344,JNaifyNaif,"San Francisco, CA",2012-04-18 00:59:32,Should I change my name to #NAIFKARENUPDATES? #KarenStrikesAgain #Karens Also can someone call animal control on he… https://t.co/ma7pY4lQQC
345,345,funnydavidlucas,LA baby ,2016-02-05 14:43:25,The Horse Version of Karen #karen #KarenStrikesAgain #Karens #karensgonewild https://t.co/drDG4w2yH0
346,346,skboz,Hong Kong Island,2016-07-25 08:09:51,"Arizona Karen tells a Native American woman to go back to her own country, Native American tells Karen to go back t… https://t.co/PBU5XomWqh"
347,347,NotMyService1,,2018-06-05 20:24:51,With everything going on in this world you still have the #Karens who bitch about getting locked out of their onlin… https://t.co/FPjDqf1suW
348,348,ganczha,"Round Rock, Tx (Austin)",2009-06-03 00:57:32,@AsdaServiceTeam Are you proud of your #racist employee who lacks complete empathy during #GeorgeFloydMemorial?… https://t.co/ZDnKVfNnqM
349,349,sweethilz,,2011-03-26 01:25:13,"“Educate your criminals to become members of society...” 😓 
#JusticeforAhmaudArbery 
#blacklivesmatter… https://t.co/NaUJWL1y6q"
350,350,_ItsaSunnyDay_,"Washington, USA",2020-03-25 14:46:02,Husband of “Karengotslapped” apologizes and blames mental illness for his wife’s behavior. #KarenStrikesAgain #Slap… https://t.co/rXgoexKnk9
351,351,21Henchman,,2020-05-28 12:23:03,@Team_BCSD @Wayside_Elem_ If you don’t fire Carrie Maxwell immediately you are complacent in systemic racism. #KarenStrikesAgain
352,352,Damondarling2,Ohio ,2015-08-13 23:37:07,Phoenix Karen gets slapped for racist rant https://t.co/orQ58qlrzX via @YouTube #KarenStrikesAgain
353,353,Ajones32,"Charlotte, NC",2008-11-18 19:47:44,#KarenStrikesAgain this time #karen accused her own neighbors kid of being a liar. #KarensGoneKaren  https://t.co/RT0jGPDktY
354,354,EddieJ74085139,,2018-04-29 14:27:13,@Spicy97350396 @larryculpjr Haha of course a #Karen!! #KarenStrikesAgain
355,355,6nsinvt,Vermont,2013-09-23 13:12:29,#KarenStrikesAgain #WhitePrivilege cancer. https://t.co/Ej2q3DR2eb
356,356,Ajones32,"Charlotte, NC",2008-11-18 19:47:44,Gas station Greta AKA #Karen of the week apparently has an illness that makes her #Racist. Y’all buying this… https://t.co/ygunGYiRbl
357,357,MykiAngeline,"Sacramento, CA",2012-07-02 18:31:09,"So, tell us #KarenStrikesAgain https://t.co/vQ4OhWDeTL"
358,358,biya158,"Houston, TX",2009-03-12 05:30:44,Karen’s laughing and joking and calling other women Karen’s pretending like they aren’t also Karen’s 😂🤣🤣 Ma’am y’al… https://t.co/EQskt6KiDK
359,359,Qualityonewind,Everywhere,2013-10-31 17:47:31,@Jacob_Frey But here we are and you are begging for @realDonaldTrump to pay for YOUR dumb a** mistakes.  God I LOVE #KarenStrikesAgain
360,360,LarryDRaglandJr,,2019-12-14 18:08:42,@TaylorLorenz Sounds more like #MENopause... #KarenStrikesAgain https://t.co/TFfXHW9sKj
361,361,isnt_it_red,"Whitchurch, England",2020-04-08 15:01:03,"Oh Christ, there’s a #Karen rose now.. god help us all. #KarenStrikesAgain https://t.co/Om8AoY7ro7"
362,362,Sky60704335,,2020-06-03 19:11:24,"@TaylorLorenz again, self-focused, self-centered old white guy ranting, demanding justice because he can't buy $2 e… https://t.co/4SQDK9aBUj"
363,363,dojafoxxxy,"Houston, TX",2012-03-08 02:19:32,This goes on every day in the world! I used to think it was age that set others apart. Nope!… https://t.co/K2hczzTh7W
364,364,MrTHollo,"Norcross, GA",2010-09-08 19:07:56,@WJTV Typical #Karen caught on tape. #KarenStrikesAgain #karening #KarenGoneWild #BlackLivesMatter https://t.co/HaUS63HLDM
365,365,mostcallmedope,FineFabrics.Franklins.FuccYous,2009-03-20 21:25:00,White people calling other white people Karen is A. Funny and B. Shows y’all be copying our shit! Lol but still sup… https://t.co/DAiQAY8NdD
366,366,SnarkAmendment,"Tennessee, USA",2012-09-27 02:23:23,She's a so-called teacher who threatened to kill an innocent child on a public street. She can stuff her anxiety!… https://t.co/ON7l9n23Nd
367,367,ilovepirates_2,Happiest place on Earth,2012-05-03 00:39:05,"Karens out of control!!
#KarenStrikesAgain 
#KarenGoneWild 

@solomongrundy6 
@DeniseDedrick https://t.co/jlFrER74Be"
368,368,PeskyPeskin,USA,2017-01-30 02:11:47,@WJTV @mrspanhead Apology not accepted. #KarenStrikesAgain #KarenIsaRacistBitch
369,369,MatrixObserver1,,2019-09-13 12:56:26,The best video you'll see in the internet today. I wonder if all Karen's Sharon's becky's &amp; Susan's felt this slap… https://t.co/eX8bCOxQcB
370,370,BuffiePurselle,"Atlanta, GA",2010-08-24 00:26:19,"Meet “say it ain’t so” Ｓｕｓａｎ
#karen #karens #KarenStrikesAgain #karengonewild #susan https://t.co/teWJztRGpu"
371,371,neibaryan,,2008-06-20 20:01:23,@shankay70 @seanhannity Are you a licensed and practicing physician who is authorized and capable of making this ki… https://t.co/KrS6MMwmbm
372,372,neibaryan,,2008-06-20 20:01:23,"@shankay70 @BobBrainerd @wissportsnet Yes, god help us all that you have any say in, well, anything. You are equati… https://t.co/Ctl6HocdUG"
373,373,vicky_yanelly,"Los Angeles, California ",2011-11-03 11:59:51,Fkn bitches 😒 #KarenStrikesAgain https://t.co/g3dHXm5Mo8
374,374,LilCox2627,The ‘Nati,2015-12-06 19:07:40,"I think it should be called the Anti-Karen bill.
Screw #AmyCooper

Cuomo pushes for The Amy Cooper bill which would… https://t.co/v1SBJC63q3"
375,375,franzonian,"Germany,  ",2009-06-21 10:32:19,"#KarenStrikesAgain 
Like, racist white people aren't even trying to hide their racism. That hag deserved everything… https://t.co/sOhVjpwsTJ"
376,376,HannahBartholo5,"Oregon, USA",2020-02-19 19:33:00,The K stands for #Karen and her patronus is a power hungry cop. #KarenStrikesAgain #KarensGoneWild https://t.co/NDTG4LjKor
377,377,elp156,United States,2012-06-22 18:10:15,@TaylorLorenz Ok Kevin....go home to Karen and hang up the phone...the cops aren’t going to come arrest people for… https://t.co/QfViZcTZAY
378,378,TawniVixen,"Brooklyn Born  New Jersey, USA",2009-07-23 21:01:09,Another #Karens just got the shit smacked out of her by a Latina #KarenStrikesAgain https://t.co/2YrvV6EcP8
379,379,MommaCEO,Great Lakes State,2011-05-03 16:17:58,#KarenStrikesAgain . ‘The View' CoHost Meghan McCain Says Barack Obama Started a Culture War That 'Ushered in the E… https://t.co/Zia0Xq1rou
380,380,Ramirez3Johnny,"Arizona, USA",2017-09-05 15:03:36,I think she got the “Karen” slapped the fuck out of her! Haha way to go girl defend yourself and your@mannnn!… https://t.co/w0bsfLy9Vz
381,381,driacappiello,Florida,2012-02-06 03:20:42,"If ""We are not our ancestors. Sincerely, these Hands"" was a video.  #KarenStrikesAgain. https://t.co/I2aQeF62bg"
382,382,MrsRJ_48nFit,,2017-10-06 02:09:43,"All it took was a slap to get this racist B**** to STFU!

Arizona ‘Karen’ slapped across the face for telling woman… https://t.co/Fi8F8Kc4mi"
383,383,Ajones32,"Charlotte, NC",2008-11-18 19:47:44,Not sure where these coward cops are from but how disgusting to TRY and bully this essential worker b/c #BLM makes… https://t.co/ZdP7tMUh6b
384,384,RestoringFreed1,Scottsdale  ,2020-02-11 23:23:17,@yvonnewingett @FOX10Phoenix “Gives crocodile tear false excuse”. So one local Phoenix woman is a racist because sh… https://t.co/dMuYBisYgj
385,385,Beebopalula21,,2020-05-31 11:08:56,@leezpeez999 @rodjgrimmer I love gherkins! Poor @Helen_Whately is so far #outofherdepth she’s waving to be rescued! #KarenStrikesAgain
386,386,reynodaa,"Miami, FL",2020-04-24 19:43:55,If you have nothing nice to say just go live in the middle of the woods and let that negativity fester elsewhere. S… https://t.co/jd6J7LzYMu
387,387,QueenDQholla,United States of Amerikkka,2020-04-27 13:51:55,"Karen #8 Glad someone slapped that bitch. Go away Karen. #KarenStrikesAgain #KarenGoneWild 
#BlackLivesMatter… https://t.co/xbVGEyaIzW"
388,388,BethSwindell16,"Roseville, MI",2019-08-20 13:07:17,"😖😖😖It's hard to unsee all that is wrong here.

#KarenStrikesAgain https://t.co/klUtYLNMBD"
389,389,OnesimoEsc,,2020-04-27 11:49:55,The moment when Karen felt the wrath of a Native American 😂Talk to the hand #KarenStrikesAgain #Karens #KarenSlap… https://t.co/biyqwoXpsO
390,390,asianstepdaddy,,2019-05-07 17:19:10,"this on you now get us out this mess🚶🏽‍♂️
#KarenStrikesAgain #KarenGoneWild https://t.co/3PNCDAkevj"
391,391,GoProGirlMiami,"Miami, FL",2014-05-19 14:44:41,"The guy on the video is another SMALL DICK ENERGY in the planet 
The video is sickening! How did america got to thi… https://t.co/0pdBHuYHA8"
392,392,Neferast,Chicago,2009-02-02 20:02:15,"Here we have Kirsty Jordan-Carr who thinks a statue of a #slavetrader is a war memorial. Well, I think Kirsty Jorda… https://t.co/oc01tHFLNi"
393,393,vibeeesss,"California, USA",2017-10-24 09:02:41,@ViralSouthPaw Charges should be brought against that woman.. if only the police departments weren’t crooked:/ 😡 we… https://t.co/55JAnO8sH8
394,394,lexxlou710,"Washington, USA",2020-05-23 17:38:32,Thank you Karen. #KarenStrikesAgain #Karen #coronavirus #crackerbarrelcraving #whitepeoplebelike https://t.co/koa12WF73f
395,395,wray_cassandra,"New York, USA",2020-02-12 02:08:49,"👇👇 Navarro just can't help herself 👇👇 #Nasty

#KarenStrikesAgain 

#DemocratsTheEnemyWithin https://t.co/YfINupazpu"
396,396,_MikeToTheE_,"Arizona, USA",2016-06-15 19:21:40,@NumbThePain #KarenStrikesAgain Is it wrong that I am so happy a karen (a racist one at that) got bitch smacked for… https://t.co/BOXjgvyVQU
397,397,SFConcierge,SF,2009-02-20 22:47:17,@aemccarthy Excuse me Ma’am -this is a Wendy’s. #KarenStrikesAgain
398,398,hk_iceman,Hong Kong,2012-02-05 02:37:09,"@TaylorLorenz ""I fought for your freedom to fricking do this shit""... Now stop exercising that freedom...… https://t.co/VECHG2VUTW"
399,399,BlueTurbanStone,"Kailua-Kona, Hawaii",2009-08-11 08:40:06,#entitled  #Hawaii #kona #hilo  #bilderberg #banksters #WW3 #War #peace #USA #rockstar #rap #metal #trap #hiphop… https://t.co/xSKg8raQj7
400,400,ktan_f,St Johns Wood,2020-05-24 01:39:53,I’m also gonna go with Kevin #karen #KarenGoneWild #KarenStrikesAgain https://t.co/1mGdYFvSlr
401,401,BlueTurbanStone,"Kailua-Kona, Hawaii",2009-08-11 08:40:06,#entitled  #Hawaii #kona #hilo  #bilderberg #banksters #WW3 #War #peace #USA #rockstar #rap #metal #trap #hiphop… https://t.co/pCXlPkKzyy
402,402,vibeeesss,"California, USA",2017-10-24 09:02:41,"Like, damn sis... chill on that CAPS-LOCK. 
THIS IS SO ANNOYING OMG WTF!?
#KarenStrikesAgain #Stop"
403,403,DiscordSrilanka,Discord app,2019-05-27 05:51:42,@AqilahNaleem @HimashMarc Is this how the #KarenStrikesAgain hashtag works? 😛😅😶
404,404,BlueTurbanStone,"Kailua-Kona, Hawaii",2009-08-11 08:40:06,#Hawaii #kona #hilo  #bilderberg #banksters #WW3 #War #peace #USA #rockstar #rap #metal #trap #hiphop #jazz #poetry… https://t.co/uG4PByvm2A
405,405,BrenaLathan,Southern California,2011-05-31 22:57:42,No words on the mind numbing cruelty this woman has no heart. A child loses their parent and they get a teddy bear.… https://t.co/4MiyQZmwRW
406,406,BlueTurbanStone,"Kailua-Kona, Hawaii",2009-08-11 08:40:06,"#KarenStrikesAgain 
#Hawaii #kona #hilo  #bilderberg #banksters #WW3 #War #peace #USA #rockstar #rap #metal #trap… https://t.co/ZYnwpfP8MO"
407,407,D3VUR,,2017-08-21 18:21:15,"Watch out tyrants. Reinforcement has arrived.

#KarenStrikesAgain #BLM #Floyd #CareNotCops #DefundPolice #riots https://t.co/DSEyVXGTuQ"
408,408,letty4president,,2020-04-06 09:17:48,"Next Karen that tells me to “Go back to Mexico” I’ll kindly reply “Most definitely, on vacation w/ your husband and… https://t.co/8AGmYlC8iH"
409,409,mimi2sweet2,,2012-02-12 03:40:10,"Karen, Karen, Karen, fka Stephanie Rapkin, you would think that you would know better bcuz you are a lawyer. Since… https://t.co/MAiHz9xHpX"
410,410,shopgirlatsando,"Long Beach, CA",2015-07-29 22:31:27,So the Karen lesson for today is don't be a racist and perhaps avoid horizontal stripes. #dontbeakaren… https://t.co/gnkElxcnHy
411,411,cephalondane,,2016-04-04 04:38:54,"@Amy74890211 @legitmahimaher @RyanAFournier Amy being a #racistkaren, as only #KarenStrikesAgain can be. https://t.co/UY3NabKU9o"
412,412,Thankyou_Karen,,2020-06-09 00:29:35,"@Real_Lance_Man @thevaultcomics THANK YOU, Karen. 
#thankyoukaren #KarenStrikesAgain"
413,413,Thankyou_Karen,,2020-06-09 00:29:35,"@SexCounseling @realDonaldTrump So insightful. Thank you, Karen. 
#thankyoukaren #KarenStrikesAgain"
414,414,lalegalassist,"Inglewood, CA",2019-03-18 20:08:46,@thehill Oh #karen - what pray tell do you mean? #Delusional #KarenStrikesAgain #Karens
415,415,Thankyou_Karen,,2020-06-09 00:29:35,"@TMZ @TooFab Thank you, Karen.
#thankyoukaren #KarenStrikesAgain"
416,416,Thankyou_Karen,,2020-06-09 00:29:35,"@CurtisMcCollum1 @enews Thank you, Karen. 
#thankyoukaren #KarenStrikesAgain"
417,417,JeffyWitt,California,2010-08-21 20:26:45,"Why is @RealCandaceO such an angry Karen?
#KarenStrikesAgain"
418,418,SandDune10,,2019-10-28 21:25:26,"#KarenStrikesAgain
She's probably a he!! Tee hee... https://t.co/q7Hdwhdqdj"
419,419,BlackNewYorican,nyc y puerto rico,2016-06-04 15:43:50,#KarenStrikesAgain 👈🏿 this. works. https://t.co/MAotuH6Vms
420,420,mama_waite,,2017-08-16 02:56:04,@PressSec .....YOU ARE SUCH A KAREN! #EnjoyYour15Min #KarenStrikesAgain
421,421,crypticxchloe,"Phoenix, AZ",2018-04-08 04:39:19,Karen on nextdoor says that George Floyd was at his own funeral and showed this picture as evidence I am not even k… https://t.co/Y2z3h8KO1F
422,422,pbosslady,"Atlanta, GA",2009-03-06 01:21:40,@ananavarro She got the #ArizonaIcedTeeth slapped out nod her mouth 🦷 🦷 #karenstrikesagain
423,423,dfxtive,"Oregon, USA",2015-04-23 14:40:30,"Dear Karens, now you know. Native women got hands. 🤷🏽‍♂️ #NativeWomenStrikeBack #sheGotHands #KarenStrikesAgain… https://t.co/sq1JubRusK"
424,424,Ajones32,"Charlotte, NC",2008-11-18 19:47:44,Karen Karen...drunk and messing up the ppl’s @RuthsChris what a horrible example of an American but a text book… https://t.co/rB0z9F1PvF
425,425,TheQueenLourdes,United States,2019-09-15 18:10:09,#Whitewoman grabs #Latina and tells her to go back to Mexico — and gets a slap to the face #Karens gonna #Karen… https://t.co/kUIoVRXaH1
426,426,CarlGnetto,,2012-09-01 19:56:36,That moment when you're in a grocery store and you start to think that your mom might be a Karen...#Karen… https://t.co/ikzLjM3Jio
427,427,Ava_ABQuteee,,2012-12-01 18:16:05,@shannonrwatts @Eykis Another #KarenStrikesAgain -glad the hospital fired her.
428,428,KarensBeLike,‘Merica🇺🇸,2020-05-14 19:58:02,"Completely UNPROVOKED!
 I was just minding my American business😒

#Karen #KarenGoneWild #KarenStrikesAgain… https://t.co/2VitSVbtLH"
429,429,happinessbccc,"Hastings-on-Hudson, NY",2017-11-15 00:31:51,.Check out lord_timothais's video! #TikTok #karensgonewild #KarenStrikesAgain these bitches think their names are M… https://t.co/J9f32t7j6M
430,430,Beutifulgame,No Planet B,2012-10-28 12:58:15,@ananavarro @spunkkee #KarenStrikesAgain but Latina girl slapped back!
431,431,KarenStrikes,,2020-06-04 11:55:33,"Part 3

#KarenStrikesAgain #KarenGoneWild #karen #Karens #karensgonnakaren https://t.co/qp9iGQZI73"
432,432,KarenStrikes,,2020-06-04 11:55:33,"Part 2

#KarenStrikesAgain #KarenGoneWild #karen #Karens #karensgonnakaren https://t.co/rbAeNQplGX"
433,433,KarenStrikes,,2020-06-04 11:55:33,In this 5 part mini-series we encounter a wild Karen who is enraged after being asked to take her shopping cart bac… https://t.co/NmnpYiQrXM
434,434,haley_icu,,2020-04-14 01:30:11,"@Yamiche @PressSec But Trump is good with defunding the elderly, the #healthcare system and #education?… https://t.co/AG4CNifoc1"
435,435,kimberly_raboin,MICHIGAN,2016-11-15 22:46:00,"Okay, what kind of racist bullshit is this? Who the HELL does this lady think she is? Hey KAREN, your racism is sho… https://t.co/45cO4H5hdK"
436,436,UjasiriTr3,California,2011-01-03 04:36:55,"Dear Karens and Amys of the world, just keep walking.... You liable to get smacked.... #KarenStrikesAgain #SmackDownLIVE #2020"
437,437,Shadowgoddess08,,2015-02-12 07:29:52,I had to hand cut a section of plexiglass because of the fuccin Karen who thought it was a great idea to come into… https://t.co/cLo57kAylY
438,438,binginews,,2019-12-08 17:29:39,Karina Rodriguez slapped “Tamara Harrian” in the face because Tamara telling to “return to Mexico”… https://t.co/y40mgV8axV
439,439,yescapade1,Closed. Next web marketing.,2016-06-13 12:02:01,@DebraMessing But not the #GOP. Not the #KKK. Not #KarenStrikesAgain and 33% of Americans. Wtf.
440,440,KarmaBitesMore,,2014-02-25 02:52:10,@nypost Sod off w/ your misleading header.  Silly chit got smacked for grabbing NA woman when she turned away.… https://t.co/xu7V3jRdCw
441,441,RealPavetexRob,"Houston, TX",2018-09-26 18:58:14,Karen's husband the hands on the hip kills me Everytime ☠️🤣 #Karen #KarenGoneWild #KarenStrikesAgain #mondaythoughts https://t.co/CizxhNHFVo
442,442,21Henchman,,2020-05-28 12:23:03,"@TomiLahren Tweeted by the leading purveyor of media rage, division, dog whistling, and fear profiteering! Lady’s a… https://t.co/7syPQfOBI9"
443,443,drcosborn,"Birmingham, England",2009-04-06 16:28:29,The Karen telling a Native-American woman to go back to her own country is *chefs kiss* 😂✊🏽✊🏿✊🏾 #RacismInAmerica… https://t.co/OYs6KbEXLu
444,444,nitacharron,,2009-06-20 12:59:17,"Do Karens of the world share a common gene with #TDS liberals?  

A Worked-up #Karen Scolds Mom For Letting Her Kid… https://t.co/bSInqgPibr"
445,445,StLMindyF,"St. Louis, Missouri",2011-10-12 17:22:05,@Popehat Did anyone suggest to #KarenStrikesAgain that she check her privilege? Black people hate to get suffocated… https://t.co/mfiUOrtnPx
446,446,LastWordsProj,"New York, USA",2014-12-06 07:34:26,"Proposal to call all white boys who act like Karens, Kyles 🤡😂 #KarenStrikesAgain"
447,447,SawnyaH,Self Love via Self Awareness,2013-01-15 00:52:09,@pinaykanu_m @NorrieRugger @DavidAgStone @hannah_natanson @MittRomney Historical hatred captured in one collage of… https://t.co/jc1V2fFnre
448,448,Angietweets12,,2009-10-08 00:15:24,This criminal pushed the victim first as she antagonized everyone in the shop and the poor victim acted in self-def… https://t.co/aDFw96Fqo3
449,449,darkwriter,"Brooklyn, USA",2008-10-02 22:44:34,Now y'all even harassing Black cops IN UNIFORM?!?  Y'all are straight up looking for an ass whooping and won't be h… https://t.co/38nRbecHXe
450,450,21Henchman,,2020-05-28 12:23:03,@TomiLahren Invoking religion in this division for profit! Way to go Ava Lauren! Still working from home? Sowing di… https://t.co/eoXWULeykk
451,451,SportsJefe81,"Livingston, NJ",2010-10-01 14:48:56,You would think all the #Karens would know better by now to not do this.  #KarenStrikesAgain #KarenGoneWild https://t.co/kS5TyGRW2x
452,452,KarenStrikes,,2020-06-04 11:55:33,"Everybody please pray for this poor Karen who’s suffering from having to wear a mask 🙏🏻

#KarenStrikesAgain… https://t.co/s16CJMI0DX"
453,453,MsMakeItSo,Canadian Castle,2011-07-05 01:09:20,"Karen's ponytail is way too tight. 

My comment has nothing to do with how it looks. But it does look as ugly as he… https://t.co/WmRMfvofsh"
454,454,BEEFEATERRRR,"New York, USA",2010-11-04 19:03:37,"Fuck this #Karen 

#KarenStrikesAgain https://t.co/u9jd1SuZKf"
455,455,OrisaNla64,USA,2010-06-18 05:33:49,Arizona 'Karen' is slapped in face by  Hispanic woman after racist rant ... https://t.co/8vdMn2AzXN via @YouTube… https://t.co/FQOGGbkI2f
456,456,bO_beeza,,2009-07-08 16:23:20,I don’t believe in psychics but this dude knew exactly what was about to happen. #kornerstorekaren… https://t.co/EqL2HxBece
457,457,WCSkratchGang,"Inglewood, CA",2015-06-26 01:15:12,Just get the N-word out yo mouth and go your own way as planned. #KarenStrikesAgain #KarenGoneWild #nword… https://t.co/Wvj6sLREd5
458,458,newtodagame,Anywhere USA,2010-02-25 18:14:37,@rolandsmartin @TheView @MeghanMcCain @KamalaHarris @sunny Basically @MeghanMcCain tried to have a “gotcha” moment… https://t.co/RT3LE2thpj
459,459,itsElisaPerry,LA,2011-08-24 04:24:13,@ananavarro Don’t start a fight u can’t finish. There needs to be a Karen Law. #Karen #KarenStrikesAgain
460,460,lynnrahh,"Chicago, IL",2008-10-04 04:38:28,@FunnyAida She should’ve slapped again for good measure! What an entitled beeotch - i’m so glad it all was caught o… https://t.co/yNFH0ezbpX
461,461,SemGeek,,2007-10-22 19:03:30,"I think we found another #KarenStrikesAgain

The View’s Meghan McCain says ""Trump has been ‘neutered’: ‘President b… https://t.co/s79ZSSVB4Y"
462,462,Ajones32,"Charlotte, NC",2008-11-18 19:47:44,It’s to early in the AM #Karen for your foolishness but here we go. #KarenStrikesAgain let’s make this lady famous… https://t.co/z7zZKYPhDJ
463,463,AlazeThePoet,"Virginia, USA",2011-03-10 21:26:33,"Well well. Karen better learn when to shut up🤣🤣 #KarenStrikesAgain #racistkaren
#BlackLivesMattters
Phoenix 'Karen'… https://t.co/iZbUeTiUim"
464,464,201821208q,,2020-05-20 15:48:28,"@officialrissad we know, it sucks protecting other people from a deadly virus.  Sorry you aren't getting to play w… https://t.co/xliFDoEZnH"
465,465,ok2baqt,Dallas,2009-04-19 02:15:45,"Everyone, be like @karina2020rod and be vocally anti-racist and if necessary, slap the shit out of Karen.… https://t.co/LShGk3e1pJ"
